Sexe;age;Chaussures;sacados;feder;anios_pract;numer_3000;boussole/GPS;Radio/Tel;TrousSecours;id_proc;Origine
H;53;3;1;1;12;8;1;1;1;PV;Espagne
M;48;4;1;1;7;15;1;1;1;FRA;France
H;53;3;1;1;12;1;1;1;0;LR;Espagne
H;43;3;1;0;2;4;1;1;1;FRA;France
H;43;3;1;0;1;2;1;1;1;AR;Espagne
H;48;4;1;1;6;6;1;1;0;LR;Espagne
H;43;3;1;0;1;4;0;1;1;DEU;Autre pays
H;48;3;1;0;6;3;0;1;1;AND;Autre pays
H;48;4;1;0;6;8;1;0;1;CT;Espagne
M;43;3;1;1;1;3;0;1;1;FRA;France
H;48;4;1;0;5;10;1;0;1;FRA;France
M;48;3;1;0;5;10;1;0;1;FRA;France
H;48;4;1;1;5;10;1;1;1;CT;Espagne
H;48;4;1;1;5;5;1;0;1;CL;Espagne
M;48;4;1;1;5;5;1;0;1;CL;Espagne
H;48;3;1;1;5;45;1;1;1;AND;Autre pays
H;43;3;1;0;0;1;1;1;1;AND;Autre pays
H;58;3;1;1;15;3;1;1;1;FRA;France
H;53;2;1;1;10;4;1;1;0;LR;Espagne
H;43;3;1;0;0;1;0;1;1;CT;Espagne
H;58;4;1;1;15;129;1;1;1;FRA;France
M;48;3;1;1;5;5;1;1;1;CB;Espagne
H;58;3;1;0;15;6;1;1;1;FRA;France
H;58;3;1;0;15;4;1;1;1;FRA;France
M;58;3;1;0;15;4;1;1;1;FRA;France
H;48;3;1;1;5;6;1;1;1;CM;Espagne
H;48;3;1;0;5;3;0;1;1;DEU;Autre pays
H;58;3;1;1;15;10;1;1;0;M;Espagne
H;58;3;1;NC;15;4;1;1;1;CT;Espagne
H;43;3;1;NC;NC;100;1;1;1;CT;Espagne
H;48;3;1;1;4;5;1;1;1;AS;Espagne
H;53;3;1;0;8;5;0;0;1;CT;Espagne
H;53;4;1;1;8;25;0;1;1;AR;Espagne
H;48;4;1;1;3;20;1;1;1;AR;Espagne
H;53;4;1;0;6;4;1;1;0;VC;Espagne
H;48;3;1;0;1;1;1;1;0;CT;Espagne
H;53;3;1;0;6;5;1;0;1;FRA;France
H;53;4;1;0;5;1;1;1;1;M;Espagne
M;63;3;1;1;15;8;1;1;1;FRA;France
H;48;3;1;0;NC;NC;1;1;1;CT;Espagne
H;48;3;1;0;NC;NC;0;1;1;DEU;Autre pays
H;58;3;1;0;10;3;1;1;0;FRA;France
M;58;3;1;0;10;3;1;1;0;FRA;France
H;63;3;1;0;15;1;1;1;1;FRA;France
H;73;3;1;0;25;5;1;1;1;FRA;France
M;48;3;1;NC;NC;4;1;1;1;CT;Espagne
H;48;3;1;NC;NC;4;1;1;1;CT;Espagne
M;53;3;0;0;5;3;1;1;1;CT;Espagne
M;53;3;0;0;5;3;1;1;1;CT;Espagne
H;58;3;1;0;10;40;0;1;0;AR;Espagne
H;58;3;1;1;9;2;1;1;1;AS;Espagne
H;53;3;1;1;4;1;1;1;0;M;Espagne
H;53;3;1;0;3;NC;0;1;1;DEU;Autre pays
H;53;3;1;0;2;2;1;1;1;AS;Espagne
M;58;3;1;1;5;2;1;1;1;FRA;France
H;53;3;1;0;NC;NC;0;1;0;AR;Espagne
M;53;3;1;NC;NC;NC;0;1;1;DEU;Autre pays
M;58;4;1;1;5;4;1;1;1;FRA;France
M;53;3;1;NC;NC;2;1;1;1;CT;Espagne
H;58;3;0;0;5;2;1;1;1;CT;Espagne
H;68;3;1;1;10;5;1;1;1;FRA;France
H;58;3;1;0;0;1;0;1;1;CT;Espagne
H;63;4;1;1;4;5;1;1;1;FRA;France
H;63;NC;NC;NC;0;0;1;1;1;CT;Espagne
